query_id,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15
humaneval:test:8,0.8486842629116668,0.0004612860467907621,0.03246613426420659,0.0031523537959719343,0.07350562929199907,0.0019235869882660319,0.0008668983947143926,0.0006100191426278602,0.00014539314470715978,0.0037136958473024564,0.026858189594248842,0.001703454705958829,0.0012200741042101843,0.0010039291350119992,0.0020854922637105044,0.0015996003686067867
humaneval:test:19,0.002075190232136602,0.0102319752505766,0.025113333879897417,0.038496723144787685,0.22914022858772606,0.0005224877565940789,0.001282203624037247,0.004282014052420203,0.00011868031106945654,0.023308983501920393,0.12939387154711945,0.491495421173913,0.0009098543357051348,0.0401797666066591,0.0015154979126610784,0.001933768082776671
humaneval:test:21,0.8527256166221945,0.0013396875388065152,0.010526980358426632,0.0007275228383911302,0.000139372424690727,0.0014104132494670233,0.00027505477805350324,0.0006206858350420747,0.013526935853820437,0.004738286837721869,0.10910012350346596,3.504959999024041e-05,0.0022618094331133065,0.001979898884920433,2.0258353489749497e-05,0.0005723038884060073
humaneval:test:33,0.8535222105326289,0.00016852664843187753,0.003086518464321569,3.851228233303008e-05,0.000967968277589506,3.659160522046655e-06,4.9043225985069854e-05,0.010480073422060986,2.1474257428792248e-07,0.1220595150920183,0.005158936487774672,0.002414116038026051,0.0005556919052875979,0.0003850510819286366,0.0009056708795137632,0.00020429175900371548
humaneval:test:34,0.6112300377846923,0.001725094431574909,0.004361305374461216,0.0005843419921254284,0.0007713418344413006,0.0001107766639799851,0.0003729470985891663,0.0003866064761197654,0.0007295943322077337,0.3632186240772319,0.004519313530382036,9.50973745758662e-05,0.0005447752629995616,0.00074874233185213,0.010256976599703952,0.00034442483506281834
humaneval:test:39,0.30607325729178536,0.0006370192936958851,0.004148635603310817,0.000193593895557885,0.002812670147824997,0.0008284086990256495,0.14994132343318414,0.0003814076609549871,0.01643713597063836,0.2174381157041323,0.2809779672791487,3.7452451706995525e-05,0.0010433221814252459,0.00037285129799338176,0.00022430074845969757,0.018452538341155764
humaneval:test:43,0.0725747771213748,0.002308784519378505,0.035995172263490374,0.0006439151526428189,0.0028763381489250923,0.0031417747821123475,0.002072048790861547,0.012864344225276424,0.17762975816289062,0.2292292027907837,0.4145098045640433,0.012579574136690723,0.004198907581475984,0.01233959296983351,0.008099321676555226,0.008936683113664927
humaneval:test:51,0.9982673314340487,1.3746384592871662e-06,3.6541927006552285e-05,1.153182158233894e-06,1.7038196161912873e-05,1.4531653049622551e-05,0.0015427989785129945,7.41682612931941e-07,7.337265858369665e-08,4.535999628949406e-06,7.897405887374174e-05,5.84201885768357e-10,2.0216573760040675e-06,9.643415015502654e-06,1.9327375721657373e-07,2.3045946477992332e-05
humaneval:test:53,0.9991289230748951,4.414440105437134e-06,7.397559895033151e-06,8.420300047000858e-06,2.2851005798989523e-06,3.6933740286901462e-06,2.9846032669681777e-06,2.9536576262687873e-06,1.0849938160475607e-06,3.535065512186067e-06,3.6590294587026722e-06,0.00031290123877567233,6.509792115112196e-06,3.603902708911058e-06,0.00048652607750541494,2.1107789663553615e-05
humaneval:test:54,0.0002440003355588555,0.0001282077774125166,2.6423612625638266e-05,1.0879710255519553e-05,0.0008084458116225197,7.873360802797861e-05,0.0015430344578042346,3.884567169837725e-05,8.698983614114422e-06,2.06073635682049e-05,1.9851606798338987e-06,0.9961593177137891,2.55053871902788e-05,0.0001643674664645065,0.0006893977485526578,5.1549191135591076e-05
humaneval:test:61,3.2177336970136048e-09,6.020735318366148e-11,2.1979737488809405e-11,2.043290641131738e-12,3.8687669609052765e-10,1.4541008450434636e-11,9.099476628883709e-12,7.543329429132259e-11,3.413457054389705e-12,0.9999999960770682,1.918622617480379e-16,1.368194855965827e-13,2.855791414203064e-11,5.250784375515615e-12,6.996202914732552e-11,2.7696028160409908e-11
humaneval:test:69,0.9996580261143128,1.3520781204101587e-06,1.3327606492999041e-06,8.810955864139037e-07,2.3439782543644974e-06,1.0069388737871614e-05,2.099608141681462e-06,6.405662076649224e-07,2.2137392017577382e-07,9.231343756818608e-09,0.0002782478271429515,4.411193197564845e-06,1.3270305521016616e-06,3.0755166468417345e-05,6.7877115133197405e-06,1.494875851222716e-06
humaneval:test:74,0.7569797503618569,0.00035967998447681844,0.00019902448903659774,0.00035028318183854743,0.0006435344365078751,1.2982998148342454e-05,0.0006482235118484566,0.00016010133013995707,2.042771503235994e-05,0.002857702968626374,0.037209351090945864,0.00021922563858194438,0.0012547413956883852,0.19848571475695365,0.00032882121923515783,0.00027043492108256667
humaneval:test:83,0.9987925478983873,9.28463477364042e-06,3.4906824180364534e-05,0.0001838504328366954,3.785564697854985e-06,5.040782405169172e-06,7.4508468814885805e-06,1.450803552826307e-05,4.4191939529440547e-07,1.955062121411612e-06,1.1764301181059791e-06,0.0002715163486190403,8.189276647711935e-06,4.370651470873621e-05,0.0005886622351772278,3.297719352184932e-05
humaneval:test:84,0.9989042294482523,4.976487771284767e-06,0.0007493703633826879,1.1041978987812381e-06,4.187161084640782e-06,1.9997107001844774e-06,1.254738036588992e-05,2.4559066189945413e-06,3.8943307824331864e-07,0.00022181946641800022,4.302709677333739e-08,4.500775190684439e-06,3.718807239608925e-06,2.091791524510821e-05,6.375463941931642e-05,3.985280237675333e-06
humaneval:test:85,0.9656996136658438,0.015219716443264988,0.00020136129963963504,4.263345119145063e-05,9.482192898879281e-05,0.003929332802037232,0.0005399769956335651,0.0009615316918933627,0.00039578200738854893,0.0006227192901779478,0.0005662412848411417,0.006250540914712611,0.0006156858036699723,0.0010385773970179827,0.0034058812166746083,0.00041558380702401567
humaneval:test:86,0.8910821637193596,0.0003220620420495173,0.0004600672890089148,7.733123441444532e-05,0.00013174220431349563,0.0003944858278532339,0.0024931482149020833,0.00038459658355306396,0.0029451983395260106,0.00018630248716255892,0.00021120441355687008,0.09166883097830353,0.0003031890378645799,0.0011505232540306846,0.007813720863811663,0.00037543351028995634
humaneval:test:102,0.0005710448937227474,6.0316156067795855e-06,1.3802929362387099e-05,1.9423451981702347e-05,4.497943250953487e-05,2.7970647085841323e-06,0.0004024292637024772,4.008519791406874e-06,1.2686776686576575e-06,2.9331190607328963e-08,0.9983748274887858,0.0004977029574261038,9.08228747810931e-06,3.3916894540257784e-05,1.1211770408480896e-05,7.4434211163290584e-06
humaneval:test:105,0.9249552048995511,7.355084680545873e-05,6.011510127747036e-05,2.0081074455807797e-06,5.571689907466924e-06,0.00031510363855709106,0.0002472570693839652,4.91081298881799e-05,0.0016992654671452306,0.00145867919068345,0.06974566759625653,3.4871369101885045e-06,4.6878371841735036e-05,2.6878884880548276e-05,3.246500008990268e-05,0.0012787588693761042
humaneval:test:119,0.2879687209646168,0.0008676432439583003,0.00046961630777205975,0.0003727551001782673,0.002758512464968045,0.0016546038350749928,0.0019278427871772096,0.0021486413405024333,2.9579047069040237e-05,0.0016783516116515745,0.6506852858736105,0.004933540848547828,0.0006162750875517299,0.004970586383063046,0.03816204057355951,0.0007560045306987967
humaneval:test:136,0.9373007772831599,0.00023825151451219447,0.006945938649173511,0.0007355926141098269,0.00025924242146568296,0.00197316208418972,0.0008109261813332758,0.00011955896821407262,0.010250883196992638,2.1205754624657224e-05,0.03203820148588074,0.007769357271731273,0.00016247111651858647,0.0006759491326344664,0.0004125174162982983,0.00028596490916132683
humaneval:test:145,0.9970891166279732,5.711875088378557e-05,6.17946759849059e-05,1.9203648916307288e-05,0.00034657539028252137,0.00012167390174142152,0.00013988901269442814,0.0002256207731074882,3.066838934264315e-06,0.00010498459296109221,0.0002382970565101273,1.3641300260553099e-05,1.815486189647554e-05,0.00034319698293060815,0.00117853864246431,3.912694245854082e-05
humaneval:test:151,0.9948472722054955,1.8861880323113205e-05,5.559568717724389e-05,4.897417221128226e-06,7.196569195654478e-06,5.3392728384568975e-05,7.140087472264989e-06,9.401534700344846e-06,7.886190205714842e-07,2.2680144946715197e-09,0.00018882896805216335,0.004758978353063173,7.035318898586718e-06,2.1076969710847404e-05,5.8687214818292085e-06,1.3662671788746428e-05
humaneval:test:153,0.0004956949467072911,0.00011605852458607656,0.00019292378941656576,0.005481225561421852,0.0007847399748338379,0.0018269682600940327,0.0003696533326254247,6.175219361793125e-05,9.278666721313634e-06,0.004810718731895581,0.9811059728131751,0.0012580619734265952,0.0008430704771502851,0.0002860255842034512,0.000149504384786306,0.002208350785338302
humaneval:test:156,0.9193078491250606,0.0002198717111699005,9.873255748230743e-05,1.3319156296010016e-05,0.00016436035420103534,0.0038870162794746635,0.003005166731332162,0.0005188162056961054,0.000561351613235221,0.06394848331796048,0.005081852228772501,0.0004389603580533544,0.0004732061272452017,0.0016021070350566034,0.00031906372479726666,0.000359843474166696
