query_id,predicted_gain
humaneval:test:8,0.0010287152632942886
humaneval:test:19,0.020353427560048876
humaneval:test:21,-0.0011844009881455397
humaneval:test:33,-0.004679061188694655
humaneval:test:34,0.0030464218637802354
humaneval:test:39,0.013383245695048007
humaneval:test:43,-0.0028607691599793483
humaneval:test:51,7.085757367419898e-05
humaneval:test:53,-3.271478028232799e-05
humaneval:test:54,0.001561904994272223
humaneval:test:61,1.2410295013864925e-11
humaneval:test:69,1.6646833937983274e-06
humaneval:test:74,0.0005865487221052845
humaneval:test:83,-1.385288493227499e-05
humaneval:test:84,-2.070584707258849e-05
humaneval:test:85,0.0002429338758377364
humaneval:test:86,0.0013220183576380107
humaneval:test:102,-1.833529824912805e-05
humaneval:test:105,-0.0015369751363818462
humaneval:test:119,-0.011514572427674397
humaneval:test:136,-0.0007631513210212271
humaneval:test:145,-2.227926273223879e-05
humaneval:test:151,-0.0001987751028127427
humaneval:test:153,0.0001808000084114747
humaneval:test:156,0.0010538054382022155
humaneval:test:159,-3.2273592865950107e-06
humaneval:test:162,-0.003695925236639086
mmlupro:test_1000:1,0.003400321328166145
mmlupro:test_1000:8,0.01483955213128929
mmlupro:test_1000:10,-0.0007063216662670513
mmlupro:test_1000:18,-4.950973248030177e-05
mmlupro:test_1000:27,-0.000830512735444322
mmlupro:test_1000:34,8.836623450214631e-05
mmlupro:test_1000:35,1.3972944954976363e-05
mmlupro:test_1000:37,-9.086712141614939e-07
mmlupro:test_1000:46,0.002120654542992373
mmlupro:test_1000:57,-0.017894219628508568
mmlupro:test_1000:60,-0.00010462176021119873
mmlupro:test_1000:63,0.0012572352640627393
mmlupro:test_1000:64,-0.004583932065418961
mmlupro:test_1000:67,-0.0007625016919988736
mmlupro:test_1000:72,0.0011266376382594867
mmlupro:test_1000:73,-2.728174218313839e-06
mmlupro:test_1000:78,-8.147220111132114e-05
mmlupro:test_1000:81,-0.00017078588772323489
mmlupro:test_1000:89,0.014633999799240183
mmlupro:test_1000:97,-3.592915731598367e-05
mmlupro:test_1000:106,-0.0001316105412206836
mmlupro:test_1000:115,-0.00014020127618830092
mmlupro:test_1000:120,0.03154067274241368
mmlupro:test_1000:121,-0.009396196579838145
mmlupro:test_1000:124,0.006366129531036324
mmlupro:test_1000:129,-5.962387173796824e-05
mmlupro:test_1000:131,-0.006903552705954885
mmlupro:test_1000:133,8.396563377921495e-07
mmlupro:test_1000:137,0.017546555824032195
mmlupro:test_1000:139,-9.376875989008937e-07
mmlupro:test_1000:143,-0.0017942460523591164
mmlupro:test_1000:162,0.0049203584231967135
mmlupro:test_1000:166,-0.00010477625908855703
mmlupro:test_1000:173,0.0016787646776212917
mmlupro:test_1000:198,0.0002330908911256646
mmlupro:test_1000:200,0.004218301545585557
mmlupro:test_1000:203,0.0002683700833193692
mmlupro:test_1000:208,-0.000420563313011324
mmlupro:test_1000:210,-0.004866570158124417
mmlupro:test_1000:214,0.008429017505108272
mmlupro:test_1000:220,-0.0052940482702512615
mmlupro:test_1000:222,-0.0004343986518331455
mmlupro:test_1000:225,-2.4046135399080626e-05
mmlupro:test_1000:228,-0.0014244399467207014
mmlupro:test_1000:250,0.0001454270664213997
mmlupro:test_1000:254,0.0002837703614113618
mmlupro:test_1000:256,0.0016252307691394519
mmlupro:test_1000:259,8.565142070926512e-06
mmlupro:test_1000:261,8.161701039832714e-05
mmlupro:test_1000:262,0.014739405765840763
mmlupro:test_1000:264,0.02647719715320218
mmlupro:test_1000:272,0.013946610475591426
mmlupro:test_1000:275,-0.010314726116296136
mmlupro:test_1000:284,2.869603457855696e-06
mmlupro:test_1000:290,0.008138514958397458
mmlupro:test_1000:291,-0.0005199065350156573
mmlupro:test_1000:307,-1.4835898540010994e-05
mmlupro:test_1000:308,0.007904656406183208
mmlupro:test_1000:309,-0.024301239529028407
mmlupro:test_1000:317,-0.0001450342318669584
mmlupro:test_1000:321,0.011055954017265113
mmlupro:test_1000:325,-0.015891880756280896
mmlupro:test_1000:326,1.673717523820173e-05
mmlupro:test_1000:335,-0.04665683122292008
mmlupro:test_1000:346,-0.00030735065086751057
mmlupro:test_1000:348,-3.3277505417927955e-08
mmlupro:test_1000:354,-5.220251918813812e-05
mmlupro:test_1000:355,0.010097006499057426
mmlupro:test_1000:362,0.00037495133448617324
mmlupro:test_1000:367,0.00020755700503982677
mmlupro:test_1000:368,-0.0009562284187750736
mmlupro:test_1000:377,8.096992344908127e-05
mmlupro:test_1000:380,7.496320431066295e-08
mmlupro:test_1000:386,-1.347697255160707e-05
mmlupro:test_1000:393,-0.0006102162825813995
mmlupro:test_1000:401,1.5263361227146888e-05
mmlupro:test_1000:405,-0.0002310751876413164
mmlupro:test_1000:428,-3.987223512980087e-05
mmlupro:test_1000:431,0.0037099448119766176
mmlupro:test_1000:432,-4.5137080736390445e-06
mmlupro:test_1000:438,0.001296912718931953
mmlupro:test_1000:439,-2.652121985802225e-06
mmlupro:test_1000:446,0.0007553363629093646
mmlupro:test_1000:450,-2.288997002297677e-05
mmlupro:test_1000:451,-9.02755400433719e-08
mmlupro:test_1000:464,5.893370853438107e-06
mmlupro:test_1000:471,0.0004960111042562332
mmlupro:test_1000:482,-0.012305481033852872
mmlupro:test_1000:491,-0.00048799654937925485
mmlupro:test_1000:496,-0.014481009207685025
mmlupro:test_1000:499,0.013376049260118594
mmlupro:test_1000:501,0.003618684059895405
mmlupro:test_1000:502,0.00014294512647883284
mmlupro:test_1000:505,0.0025526967009209534
mmlupro:test_1000:520,-0.00016111351348735425
mmlupro:test_1000:524,0.0017576332529981586
mmlupro:test_1000:525,-0.0012143839669186418
mmlupro:test_1000:526,8.872697250583705e-06
mmlupro:test_1000:527,-4.873865191434845e-07
mmlupro:test_1000:530,-0.0023561266803808767
mmlupro:test_1000:531,0.00232515968174285
mmlupro:test_1000:532,0.008524171451138818
mmlupro:test_1000:536,3.7733835190900678e-06
mmlupro:test_1000:543,0.005798608318640985
mmlupro:test_1000:544,-0.0022130206399079144
mmlupro:test_1000:546,-0.00011037142954728463
mmlupro:test_1000:554,0.01687159263879745
mmlupro:test_1000:555,-0.00031089905268022466
mmlupro:test_1000:559,-0.00433985623278188
mmlupro:test_1000:564,0.0033014090686723785
mmlupro:test_1000:565,-1.5903994022403722e-05
mmlupro:test_1000:583,-1.6361555550292728e-05
mmlupro:test_1000:584,-9.099435984749604e-05
mmlupro:test_1000:586,0.000292623682209725
mmlupro:test_1000:587,0.0011045673673786283
mmlupro:test_1000:593,0.00015626264372292642
mmlupro:test_1000:595,-0.00018354436838752264
mmlupro:test_1000:597,-0.007138699581412777
mmlupro:test_1000:599,-0.0024684609429567184
mmlupro:test_1000:601,-0.0058633459969854584
mmlupro:test_1000:606,0.0017059034439038667
mmlupro:test_1000:612,0.010252767182510891
mmlupro:test_1000:614,6.0731798300461826e-05
mmlupro:test_1000:622,-0.0006316071035610271
mmlupro:test_1000:628,-0.0004847494055024715
mmlupro:test_1000:629,0.00020464119100183087
mmlupro:test_1000:634,-0.013076698238999707
mmlupro:test_1000:635,0.001686730524556146
mmlupro:test_1000:636,-0.00013858227483221075
mmlupro:test_1000:638,-0.014187081237009402
mmlupro:test_1000:641,-0.0037573479802045506
mmlupro:test_1000:647,8.95324760336047e-05
mmlupro:test_1000:649,-0.0010859033192625045
mmlupro:test_1000:655,-9.20424868233738e-06
mmlupro:test_1000:659,-0.0005906769037630211
mmlupro:test_1000:677,-6.393274962768203e-06
mmlupro:test_1000:683,0.004164204726148646
mmlupro:test_1000:684,1.6544135283957928e-06
mmlupro:test_1000:687,-2.434698141429159e-06
mmlupro:test_1000:690,-0.004769151565018004
mmlupro:test_1000:691,-7.2540277118449126e-09
mmlupro:test_1000:694,-0.001880137206996535
mmlupro:test_1000:695,-0.07490229653634017
mmlupro:test_1000:700,-0.0049645045614883365
mmlupro:test_1000:709,-0.0013476515399327704
mmlupro:test_1000:712,-4.717416891564241e-07
mmlupro:test_1000:715,0.00021947852474102358
