query_id,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15
humaneval:test:8,0.9641297677887105,0.00013429981649373633,0.005883136870765191,0.0013201706235049487,0.016780179607764453,0.000931048817095882,0.00022210046154220954,0.00017920234459187814,2.5014047855371655e-05,0.0013744750256854579,0.006578035887438446,0.0011230066005232593,0.0003346449712482713,0.0003468076817775995,0.00015162826279943237,0.000486481192203338
humaneval:test:19,0.000946913163714325,0.011278453307849172,0.036942203803048176,0.027217202653670912,0.22758252240381285,0.0004002213311570336,0.0015295296443386328,0.004862887663686845,0.0001593497738839399,0.018305664357474823,0.18134960459134336,0.4429463922895915,0.0010894732460806052,0.038429033983222484,0.005011082669061731,0.0019494651180636626
humaneval:test:21,0.8801250290927548,0.0011547866336866892,0.009726713607272997,0.0005821512942338286,0.00011853056033165883,0.0013032908061112623,0.00024362374277489947,0.0005126805026764749,0.00940249927589267,0.0035338606226000264,0.08943258753790578,3.0770072830489515e-05,0.0018880339574489317,0.0014693104691819747,1.8519746290674264e-05,0.0004576120780067729
humaneval:test:33,0.7598158565382787,0.00028881121941327497,0.008038266188619997,4.432910646024207e-05,0.0015343907743089447,2.972081530698289e-06,8.574014746854831e-05,0.0161179200872136,4.3951385951590566e-07,0.19433328048032933,0.01159370448586606,0.0031409140717672695,0.0010428790250876776,0.0005853472356375827,0.003055882326448144,0.00031926671771049874
humaneval:test:34,0.6432430430510336,0.00172731181842003,0.00451577396217099,0.0008348846110486723,0.001196415961691735,0.00012337506670051428,0.00048484051461503835,0.0004721917729314946,0.0008695572004523858,0.3261481216898091,0.004134325191361707,0.00010809137819379039,0.0006434273849601871,0.0007531975577851316,0.014388813598862031,0.00035662923996370973
humaneval:test:39,0.21163474101182966,0.0006746057024020572,0.007857995670661018,0.00017028689965322043,0.003227214648054918,0.000754586535613876,0.19736489870821125,0.0004102336105637534,0.020047921722637956,0.18158752879851686,0.35435483126257306,4.355453275581876e-05,0.0012701621539739042,0.0003954743368099127,0.00022169519111757256,0.019984269214625244
humaneval:test:43,0.10728455141652703,0.0022463235945922736,0.04185607860251327,0.0006852071474058062,0.0027047268854060143,0.0036670630153787156,0.002091359944898732,0.013246829989386229,0.16827402993898996,0.22399554540454683,0.3834448756075137,0.0183821799361349,0.004577571933133857,0.01172028965324261,0.007014060118139533,0.008809306812190538
humaneval:test:51,0.9976929957094886,1.7701835737080148e-06,8.316684407828293e-05,7.611981212227496e-07,2.2359602638987836e-05,1.3450914446859606e-05,0.00201064646472555,8.738652194902494e-07,9.365379459325249e-08,4.871881858184101e-06,0.00012805041792290458,6.996970360988505e-10,2.812866815071804e-06,1.0701112677347976e-05,2.362768969510544e-07,2.7208308045352513e-05
humaneval:test:53,0.9997387603757361,1.710423803095827e-06,2.20119338500889e-06,4.091898646052108e-06,7.864525204724553e-07,2.3249618200238547e-06,1.2264053637822973e-06,1.2170236000123102e-06,3.4772820510343903e-07,1.986263714077758e-06,1.3460848482178804e-06,0.00017936359284934545,2.545052796068619e-06,1.424876464353237e-06,5.239943317338375e-05,8.268233074868273e-06
humaneval:test:54,0.00027937465504298365,0.00020724025862519903,5.690818255311385e-05,1.581978741336317e-05,0.0015055178106907784,9.693213215257022e-05,0.0027821307341313276,6.35292933643159e-05,1.630878437984916e-05,2.9130401453819698e-05,4.398292515124362e-06,0.9926473421191546,4.5673115904966026e-05,0.00021958659457127223,0.001953275409212437,7.683242883428208e-05
humaneval:test:61,3.4080060022248227e-09,5.941224016577067e-11,2.689536127842926e-11,1.7673565113339725e-12,3.4700077269440215e-10,1.1981769983742806e-11,9.248875041601694e-12,7.427206564083161e-11,3.4869674418661563e-12,0.9999999959328176,1.9981023505187026e-16,1.7252320082185214e-13,2.8692667214820706e-11,5.051138181281206e-12,6.392710765615172e-11,2.7267291349091648e-11
