query_id,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15
math500:test:6,0.0028390936758239836,0.0,0.0,0.0007959847866698762,0.0034536531186634013,0.03540234706305472,0.0,0.0004715999877883025,0.0005498527047784463,0.0019713160948468225,0.001237007474188775,0.9426658705528519,0.0,0.010001886589734298,0.0,0.0006113879515993195
math500:test:7,0.02103509267173982,0.0,0.0,0.0003931669167789852,0.0021807375021130906,0.0005441534909787818,0.0,0.00018306111128425833,0.0002166266099372788,0.0002654323326679534,0.0013427173985558567,0.9725042085992749,0.0,0.001073255065959112,0.0,0.00026154830070991846
math500:test:8,0.25420296410970694,0.0,0.0,0.0012484019257586615,0.5991026751978449,0.0019917254328142577,0.0,0.0007418629263398405,0.00127684187575793,0.016243391506397916,0.0020637955927302015,0.11784623125028733,0.0,0.0038802319690756063,0.0,0.0014018782132865645
math500:test:9,0.015367151484956057,0.0,0.0,0.0008387012239201475,0.0027768196324609493,0.00485076291536214,0.0,0.0002743166443993077,0.0004981461809078828,0.9650232140873084,0.0013268032887948289,0.008015323984323808,0.0,0.0004934353818081669,0.0,0.0005353251757582236
math500:test:13,0.03850937065184328,0.0,0.0,0.0012817186998312173,0.002352354915902649,0.004512277088799702,0.0,0.0009470503868633793,0.0008416259173115984,0.009109758369634728,0.001834664733446266,0.9325909261004625,0.0,0.00728419913638579,0.0,0.0007360539995189735
math500:test:16,0.14567275556645212,0.0,0.0,0.005792369321451032,0.006352843236125674,0.5890979278303505,0.0,0.014680168687839284,0.0074100666684003445,0.06616915335220581,0.03439567457122661,0.1226460818010043,0.0,0.004135489223822359,0.0,0.0036474697411221007
math500:test:24,0.620563478973151,0.0,0.0,0.0006445731325955463,0.00870904873368761,0.000668019893484571,0.0,0.0003297395735927217,0.0005476439683083719,0.0013286420037384348,0.0005602109546428052,0.3649406827625561,0.0,0.0012001741691060734,0.0,0.0005077858351368507
math500:test:43,0.0070788901082282345,0.0,0.0,0.001053325976162184,0.001912497352506611,0.0013150544544980273,0.0,0.00034468219742200937,0.0005486945676344506,0.025430802977314742,0.0028684287930561027,0.9567207594283658,0.0,0.002044915525717287,0.0,0.000681948619094648
math500:test:46,9.817870456568025e-05,0.0,0.0,0.00013425378443117727,0.0008167438922883969,0.0006191486071231909,0.0,6.199595039108207e-05,0.00011201770374022024,0.0005699568170967956,0.011871720397848283,0.9854462539336527,0.0,0.0001345861038726267,0.0,0.0001351441049899282
math500:test:50,0.00014430372179706876,0.0,0.0,0.00012163059863910121,0.0001486738005841052,0.0002301057659058456,0.0,5.996516456886724e-05,6.927063168266962e-05,0.0013256780421792244,0.00024303659160209427,0.9971415792891213,0.0,0.00043387745513371993,0.0,8.187893878602788e-05
math500:test:58,1.3486338402079942e-07,0.0,0.0,1.7224971121043286e-08,1.3591676316635933e-07,3.4348851979364925e-08,0.0,6.28539104819593e-09,2.0384248617624415e-08,2.1568642613853024e-10,2.5243188210820117e-09,0.9999995903725122,0.0,4.6803184961076846e-08,0.0,1.1060687622043864e-08
math500:test:61,0.07535970708548231,0.0,0.0,0.02178544314908361,0.0208496806645648,0.05254502887020701,0.0,0.0028643258487592686,0.005368300550543853,0.07687763024440872,0.09978221065630911,0.599721775421138,0.0,0.03924414155449928,0.0,0.005601755955004105
math500:test:69,0.0027593698918541997,0.0,0.0,0.0007475992876485239,0.005201938191205134,0.004405857329017728,0.0,0.0005926245670577558,0.0009224922099124242,0.0035198292242041612,0.6795348308039858,0.2992223497325554,0.0,0.0019893576459855964,0.0,0.001103751116573395
math500:test:71,0.004817955540589172,0.0,0.0,0.001092648384243432,0.008242885886613047,0.0008210320462889728,0.0,0.0002232324727742269,0.000432791195940957,0.9765621591559586,0.0005765194944295748,0.006251145857737232,0.0,0.0004744797917113621,0.0,0.0005051501737133598
math500:test:77,0.000827064083801915,0.0,0.0,0.0002988191050935056,0.0005050857931207662,0.00992002485497877,0.0,0.0004848512486913536,0.0003677524184468109,0.03151635909738483,0.0014412302393198397,0.953224026258855,0.0,0.001079247407406566,0.0,0.00033553949290053727
math500:test:84,0.0014910032143770054,0.0,0.0,0.0004439918945270601,0.00017845657576437068,0.0005752422831734435,0.0,0.00027637909881507964,0.000339438665740554,0.013266023219630982,0.0036976174759723985,0.9791420927813357,0.0,0.0003213523338390306,0.0,0.00026840245682447614
math500:test:85,0.11681939371234575,0.0,0.0,0.010622248551061595,0.0034756683843502703,0.04249120124967617,0.0,0.007504232056516973,0.004365745532664978,0.2500911117891365,0.021429085497142893,0.5128881559919322,0.0,0.0264479444894432,0.0,0.0038652127457294463
math500:test:92,0.018596638613057884,0.0,0.0,0.002840484343387671,0.0038853444293335585,0.004728075986953312,0.0,0.0006786676398364592,0.0011405084613870888,0.03213995189993395,0.0025047207433651717,0.8999363727789441,0.0,0.03215140615606268,0.0,0.0013978289477381497
math500:test:95,0.0012255191469673996,0.0,0.0,0.001353950010426638,0.0029450828203878084,0.9056351152900903,0.0,0.0006718659305299541,0.0007401816500189563,0.060693106676044516,0.0070422830211598775,0.01826445060084215,0.0,0.0006436303037941497,0.0,0.0007848145497381525
math500:test:99,0.05498760683381529,0.0,0.0,0.008227904241453924,0.0016674852145622124,0.004893066298682738,0.0,0.004397908383580635,0.002742941538938465,0.3648441432596932,0.00277229684212949,0.5497207056005046,0.0,0.0031663034508812938,0.0,0.0025796383357581513
math500:test:100,0.9679789795613124,0.0,0.0,0.00039913723223820266,0.001281307257082724,0.0009014799695402852,0.0,0.00040066243447621367,0.0005114999346543287,0.017859416391366928,0.000627485926849809,0.00454340827727614,0.0,0.0050910227666575375,0.0,0.000405600248545448
math500:test:102,0.11551588641758473,0.0,0.0,0.001350855159375996,0.017827324830617407,0.0193684154832643,0.0,0.0015749601619592362,0.001323149723252865,0.06233220596074315,0.0028428078649330958,0.7741266508785083,0.0,0.0020546821132115096,0.0,0.001683061406549576
math500:test:104,0.9099056051660253,0.0,0.0,0.0007470848538132697,0.0004874991940598191,0.000707953925099977,0.0,0.0006051844627100244,0.0004710442686398081,0.00814533331315455,0.0012402561179202238,0.0757106663488657,0.0,0.0015951651774209787,0.0,0.00038420717229041036
