query_id,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15
math500:test:6,0.002505191256948241,0.0,0.0,0.0007638639791344204,0.0034880105532111736,0.03761832222056922,0.0,0.0005030673883646843,0.0005154147794004421,0.0019000313754114191,0.0012140863394245517,0.9409987050692743,0.0,0.009935653300503887,0.0,0.0005576537377575637
math500:test:7,0.028906176464287267,0.0,0.0,0.0004387128249386914,0.0024158760373177257,0.0007776968063381619,0.0,0.00027024751876847267,0.00025773353369685283,0.00039643050905691687,0.0016527000166383832,0.9634148674271368,0.0,0.00119363276363006,0.0,0.0002759260981907468
math500:test:8,0.21755225955452367,0.0,0.0,0.0011760575500777443,0.6230135752618202,0.0019995870990108834,0.0,0.000718730433100971,0.0011633291001348195,0.012300618687547234,0.002000570545171473,0.1351676319998069,0.0,0.0036699797504673327,0.0,0.0012376600183387667
math500:test:9,0.0147275471545663,0.0,0.0,0.000731049528999476,0.0025070505030213935,0.004930211603475894,0.0,0.0002590993654447618,0.00041854415142749616,0.9685496061561913,0.0012340052562541907,0.005774038544082055,0.0,0.00041866259932513074,0.0,0.0004501851372119798
math500:test:13,0.015016938622820664,0.0,0.0,0.0011330749102387088,0.00247211250570934,0.0032443315873375567,0.0,0.00048542004429859314,0.0005298651918647868,0.0028142497480817953,0.001582444348162173,0.9660009602288762,0.0,0.006155992906150477,0.0,0.0005646099064598068
math500:test:16,0.13732226946187187,0.0,0.0,0.006543021300438932,0.006929352784166352,0.565066345893139,0.0,0.013245147202630982,0.007108660367162331,0.06456248600720567,0.030285477669040717,0.160232671669443,0.0,0.004775755214321313,0.0,0.003928812430579978
math500:test:24,0.5025935773775289,0.0,0.0,0.0007455239484632935,0.012587250879279498,0.0007892164239257621,0.0,0.00031310695460191163,0.0005072727746416949,0.000813771421672859,0.0007166418036876047,0.47899370121209983,0.0,0.0013889588052780613,0.0,0.0005509783988207965
math500:test:43,0.0141376823035328,0.0,0.0,0.001344364131753045,0.0023048562737844167,0.002072398769166145,0.0,0.0005961751656995615,0.0007950343207965726,0.062035808216097575,0.0037417273642001135,0.9094575695557282,0.0,0.0026554334980058575,0.0,0.0008589504012355687
math500:test:46,0.00010867942675168188,0.0,0.0,0.00012971348935993698,0.0008490289099097888,0.0007485014059631053,0.0,7.483493560321548e-05,0.0001155771190108541,0.0006411893704730871,0.013799860977935905,0.9832698408118072,0.0,0.00013497464449091688,0.0,0.00012779890869417667
math500:test:50,0.0001302416792481257,0.0,0.0,0.00010494026002715281,0.0001292557653835038,0.0002359631603500659,0.0,6.419807049029158e-05,6.285580902224577e-05,0.0013428558115883959,0.00022658323368021893,0.9972533260941718,0.0,0.0003819601360651606,0.0,6.781997997306294e-05
math500:test:58,4.958564401804415e-07,0.0,0.0,3.652688979513269e-08,3.345595013219585e-07,1.0122501150303554e-07,0.0,1.779620328724335e-08,4.9182599147593214e-08,6.117345334808487e-10,5.499385127735714e-09,0.9999988291682679,0.0,1.0532263700921469e-07,0.0,2.425133015154945e-08
math500:test:61,0.07534192139423393,0.0,0.0,0.02240541597274665,0.023577535487891956,0.057603477188666895,0.0,0.0029382344527754613,0.005131681130347666,0.0802539079599447,0.09884556787126401,0.5881886770326024,0.0,0.04019563523519204,0.0,0.00551794627433443
math500:test:69,0.00320428978382127,0.0,0.0,0.0007411741764810128,0.005173545229830875,0.00503642588706639,0.0,0.0006596398307199676,0.0009429096697622918,0.004681014364431351,0.7403075123111141,0.23616876563950695,0.0,0.0020227388217898697,0.0,0.0010619842854759061
math500:test:71,0.0045316030378003925,0.0,0.0,0.0009871172820740484,0.008295167374991813,0.0008837432548325703,0.0,0.00023656102923712679,0.00039736251591224485,0.977670930595953,0.0005917843797956588,0.005531423657182062,0.0,0.0004409672302669786,0.0,0.00043333964195407993
math500:test:77,0.00035856552937966937,0.0,0.0,0.00024158509309856756,0.0004937409371703552,0.006849059182099959,0.0,0.0002464520129587914,0.00022186499249298217,0.009114441311678111,0.0012050647989688336,0.9801786291918552,0.0,0.0008495772226263916,0.0,0.00024101972767124298
math500:test:84,0.000787889145302604,0.0,0.0,0.00045478223141001364,0.00023714463457159672,0.000540713299223512,0.0,0.00017521069349198955,0.00023304187251079264,0.005041805711158795,0.0039302283443383755,0.9880268709288028,0.0,0.00031303024585469007,0.0,0.00025928289333484615
math500:test:85,0.06316092677612657,0.0,0.0,0.011614085794542388,0.004401960870395612,0.04045843255468714,0.0,0.005216665147697711,0.0035948721088386766,0.12441945354314225,0.024444196821964987,0.6901877294507623,0.0,0.02869927314799979,0.0,0.00380240378384254
math500:test:92,0.022400764509942512,0.0,0.0,0.0028007836140701977,0.003618949359366071,0.005606575068295656,0.0,0.0008637197758014495,0.0012408146159093873,0.048748737178555365,0.0025373693898766,0.878517767581445,0.0,0.032340690140719684,0.0,0.0013238287660181014
math500:test:95,0.0013427850161924172,0.0,0.0,0.0020053572179791258,0.0035136491460625616,0.8369339030708097,0.0,0.000685103637889109,0.0010280090883540845,0.09792837162964077,0.006198578627456064,0.048194115307898515,0.0,0.0010586786339420004,0.0,0.001111448623775602
math500:test:99,0.03905793427369631,0.0,0.0,0.008032721446994321,0.0018485989614151208,0.00536857718905034,0.0,0.004210459933205745,0.0023372611999912477,0.28849496504925576,0.003082924907447327,0.6417995577554803,0.0,0.00323282841999401,0.0,0.0025341708634695325
math500:test:100,0.9593937094110487,0.0,0.0,0.0007168460778186933,0.0028061413719436346,0.0013031732851262285,0.0,0.0004385487755865756,0.0006388293125442923,0.014465895584794568,0.0010421164846195945,0.0097527863278817,0.0,0.0087473450070157,0.0,0.0006946083616201057
math500:test:102,0.1278169505493011,0.0,0.0,0.0012299968238427576,0.014328525255881403,0.016556643421840295,0.0,0.0016174165017490635,0.0013692293116110462,0.11136324680003118,0.0020619458490981246,0.7201624392762872,0.0,0.002001367328169817,0.0,0.001492238882188085
math500:test:104,0.726946377057814,0.0,0.0,0.0015272483243699165,0.0011582845023182808,0.0009903202651539524,0.0,0.0006118653670095991,0.0006452872991328841,0.004802205308465196,0.0022218710333498618,0.2572360972378308,0.0,0.0031733772074455393,0.0,0.0006870663971099844
math500:test:109,0.028645285459509204,0.0,0.0,0.0008270343636509305,0.001971168522677912,0.0009301692284008235,0.0,0.00040311659391323843,0.00046024945840929856,0.030900113310154312,0.006547294720595985,0.9282737846617821,0.0,0.00055650645463634,0.0,0.0004852772262699205
math500:test:110,0.002272041149642337,0.0,0.0,0.0005920177517002725,0.0014506822210937388,0.003326730764555538,0.0,0.0007813036518748294,0.0005751197663990298,0.009090485255309642,0.013942501819920473,0.9663043881281997,0.0,0.001037498383280739,0.0,0.000627231108023583
math500:test:124,0.0005307813037689497,0.0,0.0,0.0003844945454042301,0.000644205150800437,0.9780847168306571,0.0,0.00047819456672613643,0.0002768741063814776,0.006766774395067358,0.003158178608341006,0.009057312796275092,0.0,0.0003271135283020792,0.0,0.0002913541682761443
math500:test:129,0.006842043181895609,0.0,0.0,0.0006084581876762272,0.07374733927408317,0.0014921467735570604,0.0,0.00018413638605370737,0.00034744609306818007,0.9126795882211401,0.001477995468474247,0.0017728997347478952,0.0,0.00048187848657912956,0.0,0.00036606819272465497
aime:hybrid:4,0.10069834099117933,0.0,0.0,0.004448040061655518,0.12547443867320385,0.007973355687816373,0.0,0.011014325237238451,0.014091167982896176,0.2609540820050909,0.3020358254713876,0.1305068332649558,0.0,0.035501164152312546,0.0,0.007302426472263398
aime:hybrid:16,0.9314498954103072,0.0,0.0,0.0013345342889813172,0.003100827640289054,0.0005963475365563518,0.0,0.0005544069692922612,0.00045236003082607066,0.0010408605683055842,0.0008684224226977625,0.03596647339310137,0.0,0.024159185389830716,0.0,0.00047668634981231945
aime:hybrid:17,0.9487434781890813,0.0,0.0,0.003318783198043645,0.002700847106974836,0.008586874159316566,0.0,0.00189106882831714,0.0007513182170139061,0.014393417267948691,0.005044441721531569,0.010374552374365763,0.0,0.003416111371085312,0.0,0.0007791075663210177
aime:hybrid:18,0.9797099675168138,0.0,0.0,0.0018688293807288701,0.002784283008726665,0.0010441922422684347,0.0,0.0005575772106073837,0.00034455962842413974,0.003546553228912128,0.006564434400562153,0.0017637877574827616,0.0,0.0011770094530182658,0.0,0.0006388061724552452
aime:hybrid:22,0.14841508521699126,0.0,0.0,0.002635556722577787,0.00849689517548213,0.27522451193526204,0.0,0.0023500655163624135,0.0025128071054866274,0.12425382368714877,0.01047885552434327,0.4031981823443827,0.0,0.019766804999981884,0.0,0.002667411771981215
aime:hybrid:27,0.7974249841593848,0.0,0.0,0.003023587286434233,0.03333750997398643,0.0075201653988849525,0.0,0.0033519522230151142,0.0016706887895430967,0.037726165602091195,0.06862184708293291,0.03543397967356319,0.0,0.010161073629007207,0.0,0.0017280461811568257
aime:hybrid:30,0.3090113532119872,0.0,0.0,0.004342241698536446,0.18632669311643843,0.005887333558793037,0.0,0.011301588416202959,0.003125473531372585,0.15525800117552316,0.006092416262444322,0.3089130813794078,0.0,0.006642023657205073,0.0,0.0030997939920889748
aime:hybrid:31,0.0014235462934348343,0.0,0.0,5.07732304007149e-05,0.00019902854418987217,0.00011247619722762544,0.0,2.517385571435037e-05,3.86315353006472e-05,0.00023161399689010555,0.00016612002307535113,0.9976441066028229,0.0,6.685752418005082e-05,0.0,4.167219676363554e-05
aime:hybrid:34,0.6024072634999473,0.0,0.0,0.0014358910395243607,0.004870167902960087,0.001477333088594559,0.0,0.0012262592579297491,0.000819139652231807,0.3202481028736955,0.0003150366766648487,0.04215564330295912,0.0,0.024175672416850615,0.0,0.000869490288642019
aime:hybrid:36,0.012423963324635587,0.0,0.0,0.0034845446600584285,0.012108680530053201,0.019118531938100255,0.0,0.0010753223167840676,0.0012522911513153808,0.06633589636404728,0.004969577091025059,0.8754741803792502,0.0,0.002424677852762061,0.0,0.0013323343919685853
aime:hybrid:37,0.610671527340678,0.0,0.0,0.005588972854139655,0.1740655026883784,0.006383505842959004,0.0,0.0046796319908057465,0.002276215560201717,0.04030721635654004,0.07764232590337482,0.06263744330783678,0.0,0.012339580003422546,0.0,0.0034080781516632914
aime:hybrid:39,0.1976262654704732,0.0,0.0,0.020045660751277398,0.013476229300529524,0.018783145980579112,0.0,0.013998763355232027,0.0043789533420896505,0.0953077158414133,0.449453757764525,0.15403125085240746,0.0,0.028342006365427927,0.0,0.004556250976045401
aime:hybrid:44,0.6328270645983147,0.0,0.0,0.008775099989310866,0.017162211455148346,0.04184161288347595,0.0,0.006414375951411372,0.002624767367297827,0.07985169086957829,0.0736524200207627,0.016040207101084374,0.0,0.1181599385020547,0.0,0.002650611261560972
aime:hybrid:53,0.02084730903740294,0.0,0.0,0.00784761003515488,0.7921771811944428,0.003627674029690441,0.0,0.001398122377916601,0.0011086713861129345,0.05446255545809376,0.0023634948792722894,0.11318973949362668,0.0,0.0018528774497095681,0.0,0.001124764658577111
